name	kind	volume	chapter_code	chapter_title	label	source_path
Chain-homotopy invariance	theorem	VIII	VIII/20	Homotopy Invariance	thm:viii20-chain-homotopy-invariance	books/vol08_algebraic_topology/chapters/ch20_homotopy_invariance/chapter.tex
Change of basepoint	theorem	VIII	VIII/09	Paths and Fundamental Groups	thm:viii09-basepoint	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex
Change of point in the fiber	proposition	VII	VII/25	Holonomy	prop:vii25-fiber-conjugacy	books/vol07_differential_geometry/chapters/ch25_holonomy/chapter.tex
Change of variables on manifolds	theorem	VII	VII/10	Orientation and Integration	thm:vii10-change-variables	books/vol07_differential_geometry/chapters/ch10_orientation_and_integration/chapter.tex
Characteristic map	definition	VIII	VIII/05	Cell Attachments	def:viii05-characteristic	books/vol08_algebraic_topology/chapters/ch05_cell_attachments/chapter.tex
Chart independence	theorem	VII	VII/03	Smooth Maps and Diffeomorphisms	thm:vii03-chart-independence	books/vol07_differential_geometry/chapters/ch03_smooth_maps_and_diffeomorphisms/chapter.tex
Chart independence	theorem	VII	VII/10	Orientation and Integration	thm:vii10-chart-independent	books/vol07_differential_geometry/chapters/ch10_orientation_and_integration/chapter.tex
Chebyshev alternation theorem \proofstatus{proof sketch}	theorem	II	II/23	The Alternation Principle	thm:ii23-01	books/vol02_real_analysis/chapters/ch23_the_alternation_principle/chapter.tex
Chebyshev extremal property	theorem	II	II/22	Chebyshev and Minimax Approximation	thm:ii22-01	books/vol02_real_analysis/chapters/ch22_chebyshev_and_minimax_approximation/chapter.tex
Chebyshev inequality	theorem	III	III/08	Egorov, Vitali and Weak-Lp Ideas	thm:iii08-02	books/vol03_fourier_distributions_pde/chapters/ch08_egorov_vitali_and_weak_lp_ideas/chapter.tex
Chord interpretation	theorem	IV	IV/30	Addition Formulas	thm:iv30-03	books/vol04_complex_analysis/chapters/ch30_addition_formulas/chapter.tex
Christoffel formula	theorem	VII	VII/22	The Levi–Civita Connection	thm:vii22-christoffel	books/vol07_differential_geometry/chapters/ch22_the_levi_civita_connection/chapter.tex
Chronological and causal future	definition	VII	VII/30	Riemannian versus Lorentzian Geometry	def:vii30-futures	books/vol07_differential_geometry/chapters/ch30_riemannian_versus_lorentzian_geometry/chapter.tex
Circle preservation	theorem	VII	VII/33	Möbius Transformations and PSL(2,R)	thm:vii33-circles	books/vol07_differential_geometry/chapters/ch33_m_bius_transformations_and_psl_2_r/chapter.tex
Class group of an open subset	theorem	VI	VI/41	Divisor Class Groups	thm:vi41-open-subset	books/vol06_algebraic_geometry/chapters/ch41_divisor_class_groups/chapter.tex
Class group of projective space	theorem	VI	VI/41	Divisor Class Groups	thm:vi41-projective-space	books/vol06_algebraic_geometry/chapters/ch41_divisor_class_groups/chapter.tex
Class group of the quadric cone	theorem	VI	VI/41	Divisor Class Groups	thm:vi41-cone-class-group	books/vol06_algebraic_geometry/chapters/ch41_divisor_class_groups/chapter.tex
Class of a strict transform	proposition	VI	VI/45	Blow-Ups	prop:vi45-strict-class	books/vol06_algebraic_geometry/chapters/ch45_blow_ups/chapter.tex
Class-group criterion for unique factorization	theorem	VI	VI/41	Divisor Class Groups	thm:vi41-ufd-criterion	books/vol06_algebraic_geometry/chapters/ch41_divisor_class_groups/chapter.tex
Classical affine points are closed	proposition	VI	VI/02	The Zariski Topology	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch02_zariski_topology/chapter.tex
Classical coordinate rings are reduced	proposition	VI	VI/03	Coordinate Rings	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch03_coordinate_rings/chapter.tex
Classical generation theorem --- preview only	theorem	VI	VI/44	Cremona Transformations	thm:vi44-noether-castelnuovo-preview	books/vol06_algebraic_geometry/chapters/ch44_cremona_transformations/chapter.tex
Classical implies weak	theorem	III	III/20	Weak Derivatives	thm:iii20-02	books/vol03_fourier_distributions_pde/chapters/ch20_weak_derivatives/chapter.tex
Classification	definition	VII	VII/34	Hyperbolic Isometries	def:vii34-classification	books/vol07_differential_geometry/chapters/ch34_hyperbolic_isometries/chapter.tex
Classification by Laurent series	theorem	IV	IV/09	Isolated Singularities	thm:iv09-01	books/vol04_complex_analysis/chapters/ch09_isolated_singularities/chapter.tex
Classification of maps \(S^1\to S^1\)	theorem	VIII	VIII/03	Degree of Maps	thm:viii03-circle-classification	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
Closed and exact	definition	VII	VII/09	Differential Forms	def:vii09-closed-exact	books/vol07_differential_geometry/chapters/ch09_differential_forms/chapter.tex
Closed and exact	definition	VII	VII/11	Stokes' Theorem	def:vii11-closed-exact	books/vol07_differential_geometry/chapters/ch11_stokes_theorem/chapter.tex
Closed curve	definition	VII	VII/12	Regular Curves	def:vii12-closed	books/vol07_differential_geometry/chapters/ch12_regular_curves/chapter.tex
Closed embedding in the affine classical setting	definition	VI	VI/04	Morphisms of Affine Algebraic Sets	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/chapter.tex
Closed embeddings and surjections	theorem	VI	VI/04	Morphisms of Affine Algebraic Sets	thm:vi04-closed-embedding-surjection	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/chapter.tex
Closed immersion	definition	VI	VI/38	Coherent and Quasi-Coherent Sheaves	def:vi38-closed-immersion	books/vol06_algebraic_geometry/chapters/ch38_projective_morphisms_and_closed_embeddings/chapter.tex
Closed points are maximal ideals	theorem	VI	VI/09	Generic and Closed Points	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/chapter.tex
Closed star	definition	VIII	VIII/15	Simplicial Complexes	def:viii15-closed-star	books/vol08_algebraic_topology/chapters/ch15_simplicial_complexes/chapter.tex
Closed subsets do not increase dimension	proposition	VI	VI/30	Dimension of Schemes	prop:vi30-closed-inequality	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/chapter.tex
Closed subsets give quotient rings	proposition	VI	VI/03	Coordinate Rings	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch03_coordinate_rings/chapter.tex
Closed-lift criterion	proposition	VIII	VIII/11	Lifting Properties	prop:viii11-loop-criterion	books/vol08_algebraic_topology/chapters/ch11_lifting_properties/chapter.tex
Closed-point local dimension for varieties	theorem	VI	VI/32	Tangent Spaces and Local Geometry	thm:vi32-closed-variety	books/vol06_algebraic_geometry/chapters/ch32_tangent_spaces_and_local_geometry/chapter.tex
Closed-set calculus	theorem	VI	VI/07	The Spectrum of a Ring	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch07_spectrum_of_a_ring/chapter.tex
Closed-subspace theorem for quotients	theorem	VI	VI/07	The Spectrum of a Ring	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch07_spectrum_of_a_ring/chapter.tex
Closure by balls	theorem	II	II/04	Open and Closed Sets	thm:ii04-03	books/vol02_real_analysis/chapters/ch04_open_and_closed_sets/chapter.tex
Closure formula	theorem	VI	VI/02	The Zariski Topology	thm:vi02-closure-formula	books/vol06_algebraic_geometry/chapters/ch02_zariski_topology/chapter.tex
Closure formula	theorem	VI	VI/07	The Spectrum of a Ring	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch07_spectrum_of_a_ring/chapter.tex
Closure formula	proposition	VI	VI/09	Generic and Closed Points	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/chapter.tex
Closure inequalities	proposition	VI	VI/01	Algebraic Sets	prop:vi01-closure-inequalities	books/vol06_algebraic_geometry/chapters/ch01_algebraic_sets/chapter.tex
Clutching homotopy invariance	theorem	VIII	VIII/30	Vector Bundles and Clutching	thm:viii30-clutching-homotopy	books/vol08_algebraic_topology/chapters/ch30_vector_bundles_and_clutching/chapter.tex
Clutching map	definition	VIII	VIII/30	Vector Bundles and Clutching	def:viii30-clutching	books/vol08_algebraic_topology/chapters/ch30_vector_bundles_and_clutching/chapter.tex
Coboundary derivation rule	theorem	VIII	VIII/29	Cup Products	thm:viii29-leibniz	books/vol08_algebraic_topology/chapters/ch29_cup_products/chapter.tex
Coboundary operator	definition	VIII	VIII/28	Cohomology	def:viii28-coboundary	books/vol08_algebraic_topology/chapters/ch28_cohomology/chapter.tex
Cochain group	definition	VIII	VIII/28	Cohomology	def:viii28-cochains	books/vol08_algebraic_topology/chapters/ch28_cohomology/chapter.tex
Cocycle consistency	theorem	IV	IV/25	Construction by Gluing	thm:iv25-03	books/vol04_complex_analysis/chapters/ch25_construction_by_gluing/chapter.tex
Cocycle identities	theorem	VII	VII/07	Vector Bundles	thm:vii07-cocycle	books/vol07_differential_geometry/chapters/ch07_vector_bundles/chapter.tex
Cocycle identity	theorem	I	I/04	Coordinates and Change of Basis	thm:i04-02	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex
Codimension at the generic point	theorem	VI	VI/31	Codimension	thm:vi31-generic-local	books/vol06_algebraic_geometry/chapters/ch31_codimension/chapter.tex
Codimension of a closed subset	definition	VI	VI/31	Codimension	def:vi31-codim-closed	books/vol06_algebraic_geometry/chapters/ch31_codimension/chapter.tex
Codimension of an irreducible closed subset	definition	VI	VI/31	Codimension	def:vi31-codim-irreducible	books/vol06_algebraic_geometry/chapters/ch31_codimension/chapter.tex
Codimension one on a normal scheme	theorem	VI	VI/39	Weil Divisors	thm:vi39-normal-dvr	books/vol06_algebraic_geometry/chapters/ch39_weil_divisors/chapter.tex
Coefficient uniqueness	theorem	IV	IV/03	Power Series and Analytic Functions	thm:iv03-03	books/vol04_complex_analysis/chapters/ch03_power_series_and_analytic_functions/chapter.tex
Cofibration	definition	VIII	VIII/08	Homotopic Attaching Maps	def:viii08-cofibration	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex
Cofinite and cocompact	definition	VII	VII/35	Fuchsian Groups	def:vii35-cofinite	books/vol07_differential_geometry/chapters/ch35_fuchsian_groups/chapter.tex
Coframe transformation	theorem	VII	VII/05	Cotangent Spaces	thm:vii05-coframe-transform	books/vol07_differential_geometry/chapters/ch05_cotangent_spaces/chapter.tex
Coherent sheaf in the locally Noetherian setting	definition	VI	VI/33	Graded Rings	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch33_o_x_modules_quasicoherent/chapter.tex
Cohomology	definition	VIII	VIII/28	Cohomology	def:viii28-cohomology	books/vol08_algebraic_topology/chapters/ch28_cohomology/chapter.tex
Cohomology as an obstruction space	definition	VI	VI/48	Exact Sequences and Cohomology	def:vi48-obstruction	books/vol06_algebraic_geometry/chapters/ch48_exact_sequences_and_cohomology/chapter.tex
Cohomology dimensions on $\PP^1$	corollary	VI	VI/48	Exact Sequences and Cohomology	cor:vi48-p1-dimensions	books/vol06_algebraic_geometry/chapters/ch48_exact_sequences_and_cohomology/chapter.tex
Cohomology ring	definition	VIII	VIII/29	Cup Products	def:viii29-ring	books/vol08_algebraic_topology/chapters/ch29_cup_products/chapter.tex
Coimage equals image for sheaves of abelian groups	theorem	VI	VI/15	Kernels, Images and Quotients of Sheaves	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/chapter.tex
Cokernel universal property	theorem	VI	VI/15	Kernels, Images and Quotients of Sheaves	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/chapter.tex
Collinear divisor relation	theorem	VI	VI/43	Plane Cubics	thm:vi43-collinear-divisor	books/vol06_algebraic_geometry/chapters/ch43_plane_cubics/chapter.tex
Commutativity	theorem	III	III/10	Convolution and Approximate Identities	thm:iii10-01	books/vol03_fourier_distributions_pde/chapters/ch10_convolution_and_approximate_identities/chapter.tex
Compact metric criterion	theorem	II	II/06	Compactness	thm:ii06-05	books/vol02_real_analysis/chapters/ch06_compactness/chapter.tex
Compact support	definition	VII	VII/10	Orientation and Integration	def:vii10-compact-support	books/vol07_differential_geometry/chapters/ch10_orientation_and_integration/chapter.tex
Compact-cell finiteness	theorem	VIII	VIII/06	CW Complexes	thm:viii06-compact-cells	books/vol08_algebraic_topology/chapters/ch06_cw_complexes/chapter.tex
Compactness of the torus	theorem	IV	IV/27	Lattices and Complex Tori	thm:iv27-02	books/vol04_complex_analysis/chapters/ch27_lattices_and_complex_tori/chapter.tex
Comparison principle	theorem	III	III/27	Elliptic Operators and Maximum Principles	thm:iii27-02	books/vol03_fourier_distributions_pde/chapters/ch27_elliptic_operators_and_maximum_principles/chapter.tex
Comparison theorem	theorem	V	V/23	Free Resolutions	thm:v23-02	books/vol05_commutative_algebra/chapters/ch23_free_resolutions/chapter.tex
Comparison theorem	theorem	VIII	VIII/17	Simplicial and Singular Homology	thm:viii17-comparison	books/vol08_algebraic_topology/chapters/ch17_simplicial_and_singular_homology/chapter.tex
Compatibility of group laws	theorem	IV	IV/31	Elliptic Curves as Riemann Surfaces	thm:iv31-04	books/vol04_complex_analysis/chapters/ch31_elliptic_curves_as_riemann_surfaces/chapter.tex
Compatibility with curves	theorem	VII	VII/04	Tangent Spaces	thm:vii04-curve-pushforward	books/vol07_differential_geometry/chapters/ch04_tangent_spaces/chapter.tex
Compatibility with path homotopy	proposition	VIII	VIII/09	Paths and Fundamental Groups	prop:viii09-well-defined	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex
Compatibility with standard operations	proposition	VI	VI/33	Graded Rings	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch33_o_x_modules_quasicoherent/chapter.tex
Complement of prime is multiplicative	theorem	V	V/05	Multiplicative Systems	thm:v05-02	books/vol05_commutative_algebra/chapters/ch05_multiplicative_systems/chapter.tex
Completeness at the boundary	proposition	VII	VII/32	The Poincaré Metric	prop:vii32-boundary-infinite	books/vol07_differential_geometry/chapters/ch32_the_poincar_metric/chapter.tex
Completeness of $L^p$	theorem	III	III/06	Lp Spaces	thm:iii06-03	books/vol03_fourier_distributions_pde/chapters/ch06_lp_spaces/chapter.tex
Completeness of $W^{k,p}$	theorem	III	III/21	Sobolev Spaces	thm:iii21-01	books/vol03_fourier_distributions_pde/chapters/ch21_sobolev_spaces/chapter.tex
Completeness of the sup-norm function space	theorem	II	II/11	Pointwise and Uniform Convergence	thm:ii11-04	books/vol02_real_analysis/chapters/ch11_pointwise_and_uniform_convergence/chapter.tex
Completion map kernel	theorem	V	V/18	Completion and I-Adic Topology	thm:v18-02	books/vol05_commutative_algebra/chapters/ch18_completion_and_i_adic_topology/chapter.tex
Complex dimension	definition	VIII	VIII/15	Simplicial Complexes	def:viii15-complex-dim	books/vol08_algebraic_topology/chapters/ch15_simplicial_complexes/chapter.tex
Complex length	definition	VII	VII/36	Hyperbolic Three-Space and PSL(2,C)	def:vii36-complex-length	books/vol07_differential_geometry/chapters/ch36_hyperbolic_three_space_and_psl_2_c/chapter.tex
Complex projective space	theorem	VII	VII/02	Smooth Structures and Atlases	thm:vii02-cp	books/vol07_differential_geometry/chapters/ch02_smooth_structures_and_atlases/chapter.tex
Complex structure on the quotient	theorem	IV	IV/27	Lattices and Complex Tori	thm:iv27-01	books/vol04_complex_analysis/chapters/ch27_lattices_and_complex_tori/chapter.tex
Complex-linear characterization	theorem	IV	IV/01	Complex Differentiability	thm:iv01-01	books/vol04_complex_analysis/chapters/ch01_complex_differentiability/chapter.tex
Component criterion	proposition	VI	VI/34	Proj	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch34_graded_rings/chapter.tex
Component-intersection graph	definition	VI	VI/05	Irreducibility, Components and Connectedness	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch05_irreducibility_components/chapter.tex
Components and minimal primes	theorem	VI	VI/06	Prime Ideals as Geometric Points	thm:vi06-components-minimal-primes	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/chapter.tex
Components from minimal primes	theorem	VI	VI/05	Irreducibility, Components and Connectedness	thm:vi05-minimal-primes	books/vol06_algebraic_geometry/chapters/ch05_irreducibility_components/chapter.tex
Components of a covering	proposition	VIII	VIII/10	Covering Spaces	prop:viii10-components	books/vol08_algebraic_topology/chapters/ch10_covering_spaces/chapter.tex
Componentwise criterion	proposition	VII	VII/03	Smooth Maps and Diffeomorphisms	prop:vii03-componentwise	books/vol07_differential_geometry/chapters/ch03_smooth_maps_and_diffeomorphisms/chapter.tex
Composition	proposition	VI	VI/26	Finite-Type and Noetherian Morphisms	prop:vi26-composition	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex
Composition	theorem	VII	VII/03	Smooth Maps and Diffeomorphisms	thm:vii03-composition	books/vol07_differential_geometry/chapters/ch03_smooth_maps_and_diffeomorphisms/chapter.tex
Computational formula for residue fields	theorem	VI	VI/11	Local Rings and Residue Fields	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex
